17.110000	18.220000	1
29.600000	30.610000	2
67.500000	70.980000	3
75.620000	76.910000	4
88.120000	92.690000	5
93.680000	104.570000	6
105.360000	130.080000	7
137.110000	138.000000	8
140.170000	143.070000	9
144.670000	163.770000	10
164.390000	166.880000	11
167.930000	169.150000	12
170.210000	171.710000	13
172.640000	173.110000	14
176.060000	190.630000	15
192.540000	200.470000	16
204.090000	210.390000	17
212.140000	214.000000	18
218.690000	227.900000	19
230.110000	232.300000	20
240.310000	242.980000	21
245.070000	252.020000	22
262.070000	263.670000	23
265.250000	266.360000	24
266.920000	281.210000	25
282.410000	284.640000	26
285.980000	287.740000	27
288.320000	293.410000	28
293.960000	303.900000	29
305.090000	307.680000	30
310.750000	311.420000	31
313.240000	318.590000	32
320.980000	323.210000	33
324.400000	335.350000	34
335.930000	344.090000	35
346.640000	347.700000	36
348.740000	349.980000	37
353.100000	355.910000	38
357.220000	380.300000	39
381.570000	394.730000	40
395.500000	405.990000	41
407.340000	411.080000	42
411.800000	417.040000	43
418.340000	419.420000	44
421.200000	428.070000	45
428.880000	430.700000	46
431.390000	446.380000	47
447.070000	457.850000	48
462.900000	474.100000	49
475.150000	478.690000	50
481.050000	483.100000	51
484.310000	491.770000	52
492.740000	497.810000	53
498.410000	510.900000	54
511.840000	512.760000	55
515.220000	515.690000	56
517.140000	530.680000	57
531.590000	539.280000	58
540.380000	540.850000	59
542.550000	545.700000	60
547.720000	559.610000	61
560.710000	562.130000	62
563.670000	578.210000	63
578.800000	582.810000	64
583.650000	586.610000	65
588.470000	599.160000	66
600.280000	601.340000	67
609.260000	637.890000	68
639.100000	641.030000	69
641.700000	646.900000	70
648.750000	661.220000	71
662.320000	669.130000	72
670.400000	673.310000	73
674.880000	687.110000	74
687.700000	689.430000	75
690.910000	700.970000	76
702.050000	731.450000	77
732.000000	742.260000	78
743.380000	743.850000	79
744.750000	753.730000	80
755.570000	758.410000	81
759.650000	760.800000	82
762.140000	765.450000	83
767.600000	769.420000	84
786.260000	794.140000	85
795.110000	796.600000	86
798.970000	800.490000	87
801.300000	806.850000	88
807.530000	813.990000	89
815.190000	846.900000	90
848.260000	853.370000	91
856.500000	861.160000	92
883.940000	884.410000	93
885.040000	885.520000	94
891.710000	902.380000	95
903.940000	908.860000	96
913.090000	923.650000	97
927.700000	934.670000	98
935.670000	954.530000	99
959.560000	960.700000	100
962.020000	980.140000	101
990.310000	1000.790000	102
1007.240000	1009.170000	103
1010.600000	1014.040000	104
1015.070000	1016.850000	105
1018.220000	1022.350000	106
1024.190000	1040.040000	107
1061.930000	1065.800000	108
1070.810000	1081.540000	109
1083.280000	1084.730000	110
1086.700000	1095.270000	111
1096.030000	1103.630000	112
1107.470000	1118.430000	113
1121.720000	1123.910000	114
1125.180000	1126.090000	115
1126.780000	1146.030000	116
1149.810000	1154.150000	117
1170.330000	1171.660000	118
1185.990000	1187.980000	119
1195.370000	1206.970000	120
1209.490000	1217.230000	121
1232.480000	1233.670000	122
1236.570000	1238.920000	123
1244.950000	1247.420000	124
1251.200000	1256.200000	125
1257.790000	1259.410000	126
1261.060000	1262.800000	127
1285.400000	1289.670000	128
1290.330000	1291.930000	129
1293.970000	1299.330000	130
1308.220000	1311.260000	131
1313.900000	1322.540000	132
1324.520000	1337.250000	133
1338.160000	1339.080000	134
1344.030000	1348.250000	135
1349.040000	1353.070000	136
1355.270000	1361.540000	137
1362.900000	1365.820000	138
1381.800000	1383.040000	139
1394.300000	1400.140000	140
1403.710000	1405.070000	141
1411.730000	1416.790000	142
1419.350000	1425.690000	143
1434.060000	1441.020000	144
1441.910000	1451.290000	145
1453.650000	1456.240000	146
1457.770000	1463.770000	147
1465.460000	1470.310000	148
1470.950000	1471.750000	149
1480.160000	1485.390000	150
1489.800000	1493.060000	151
1498.650000	1499.390000	152
